"","location","time","text","likes","retweet","comment","tool"
"77","无","2019-04-21 20:13","【请将这个电话，转给所有中国人！】据有关媒体报道，#斯里兰卡爆炸#死亡人数已上升至207人，已确认有2名中国人遇难。@领事之声 发布通告：请在斯中国公民注意安全，如需紧急求助或报告失联情况，请拨打使馆领事保护与协助电话：+94-11-2676033，或拨打外交部全球领事保护与服务应急热线+86-10-12308。转扩！                  原图                             ",2275,2660,358,"帅团的Android"
"78","无","2019-04-21 19:13","【这份毕业礼物太暖心！大学教授刻224枚印章送给学生】近日，@西华师范大学 历史文化学院副教授高然，亲手雕刻224枚印章，作为毕业礼物送给班里学生。每枚印章上都刻有学生的名字，完成一枚至少需一小时。高老师说：“还得抓紧时间刻，争取在学生们6月离校的时候，都能拿到。”封面新闻视频的秒拍视频                                  ",2098,381,183,"帅团的Android"
"79","无","2019-04-21 18:01","【梦在前，无所惧！五四精神，等你传递】忆往昔，青年学子挥洒热血。看今朝，龙子湖畔誓无二志。新青年，要青春！#五四精神传承有我#@蚌埠学院团委共青团中央的微博视频  ",1112,242,130,"帅团的Android"
"80","无","2019-04-21 17:04","【分享一段延时视频！看春雨里的梨花“雪海”】山西隰县，全国最大的玉露香梨生产基地，80%农民从事果业生产。当梨花“雪海”遇到春雨，每片花瓣竟会“说话”！38万亩梨花遍布千沟万壑，梯田式花海又会拼出一个怎样的黄土高坡？戳视频↓一起看~（央视新闻）央视新闻的秒拍视频  ",1218,373,195,"帅团的Android"
"81","无","2019-04-21 16:02","【超酷！杭州一高校弹幕投射教学楼情话 共同表白祖国】4月19日傍晚，@杭州电子科技大学 在学校大草坪上播放起了露天电影《建国大业》，许多路过的同学们驻足观看。影片播放过半，学校教学楼上投射出大量弹幕……咋回事？戳↓看现场！浙视频的秒拍视频  ",1336,204,144,"帅团的Android"
"82","无","2019-04-21 15:18","【又一位南京大屠杀幸存者老人去世转发送别！】据@侵华日军南京大屠杀遇难同胞纪念馆 ：今天6:30，南京大屠杀幸存者王福义老人去世，终年92岁。截至目前，登记在册在世的南京大屠杀幸存者只剩84人。见证者正在凋零，但历史不会逝去！送别老人，铭记历史！   [组图共2张] 原图 ",3317,768,417,"帅团的Android"
"83","无","2019-04-21 14:44","【肌肉型学霸来袭！清华大学举办健美比赛】20日，@清华大学 举办一年一度的马约翰杯健美比赛。参赛选手均是清华在校学生，不少国际学生也纷纷报名。经过激烈比拼，最终，法学院的马蒂亚同学获得健体冠军，汽车系的周振天同学获得健美冠军。网友：马上出门锻炼…清华大学的微博视频  ",1822,435,658,"帅团的Android"
"84","无","2019-04-21 13:43","【梦在前，无所惧！五四精神，等你传递  】时代在变，以爱国、进步、民主、科学为代表的五四精神却从未远去。以梦为马，不负青春韶华，和我们一起传承五四精神吧[加油]海报投稿进行时！无论你是个人还是团体，欢迎将你设计的#五四精神传承有我#主题海报发送到→xmtgzc@163.com本期精选投稿↓@中国航空工业集团有限公司 @内蒙古团委  @山东共青团 @团嘉祥县委@中国建筑 @中国中铁共青团 @重庆共青团             [组图共9张]      原图                             ",3383,1054,341,"帅团的Android"
"85","无","2019-04-21 12:51","@中国核工业集团有限公司：神秘低调了太久，你们该不会以为我还在搞原子弹吧那个……你听说过#人造太阳#吗？戳↓国资小新的微博视频  ",1655,377,304,"帅团的Android"
"86","无","2019-04-21 11:52","【田梅：祖国才是游子心灵的故乡】专注于做人做事做学问的她，对自己的成绩从不肯多说一句，但有一句话她说了不止一次：“我当初出国就是想着回国报效，我更在乎的是我带给祖国多少成果。” 田梅，第十六届#中国青年五四奖章#获得者，她把青春献给了人类的健康事业，致敬！#百年五四#  [组图共9张] 原图 ",1302,202,98,"无"
"87","无","2019-04-21 11:20","【叮！您收到一条来自中国军人的语音消息】此刻，他们有的在抚远东极哨所，迎着初升的太阳升起每天第一面国旗；有的在湛江的海军陆战队进行着血与火的锤炼；有的在连云港开山岛守护着祖国的每一寸领土……改革强军，他们是中华民族伟大复兴的坚强守护者！戳↓↓他们有话想对你说人民日报全国党媒平台的秒拍视频                                 ",1714,1034,241,"帅团的Android"
"88","无","2019-04-21 10:33","【转发送别捐出毕生积蓄的百岁老教师走了，留遗嘱捐房产继续助学】14日，101岁的江苏常州退休教师周映芳离世。老人一生节俭，一年多前，她将自己的毕生积蓄30万元全部捐出，用来帮助贫困学生。如今老人走了，她还在遗嘱中要求将其生前住房变卖出售，把房款和丧葬费全部并入助学基金捐出毕生积蓄的常州百岁老教师走了，留遗嘱捐房产继续助学             [组图共3张]      原图                             ",3223,463,330,"帅团的Android"
"89","无","2019-04-21 09:20","【见证千年大计，改革开放再出发】#五四精神传承有我# 理想指引人生方向，信念决定事业成败。今天我们比历史上任何时期都更接近实现中华民族伟大复兴的梦想，而距离目标越近，青年越要加倍努力。纪念五四运动一百周年，中建三局团委#青春心向党建功新时代#特别主题团日活动正在中国改革开放再出发的新地标雄安新区举行……戳直播↓↓快来围观吧！青春湖北的微博直播                                 ",744,285,104,"无"
"90","无","2019-04-21 08:42","早啊~昨天的@少年中国国风音乐节 暨“青年人最喜爱的国风音乐”颁奖典礼，你最喜欢的是哪位国风音乐人？  原图 ",1660,320,2996,"帅团的Android"
"91","无","2019-04-20 22:10","转发理由:有一种离别最奢侈，叫出塞；有一种思念最深沉，叫家国。4月26日昭君归来，为我们民族自信而出塞！#晚安#  
原始用户: 李玉刚
转发内容: 尽管此次【昭君出塞】和2015年版会有很大不同，但CCTV还是还原了曾经的恢弘的舞台场景。至次依然要感谢@TimYip-叶锦添 @方文山 @常石磊 等好友的辛勤付出。至于为什么要修改？有机会会慢慢道来。最重要的问题还是我个人的修为不深，尽管舞台艺术是一门遗憾的艺术，但我希望尽量无憾。 李玉刚的秒拍视频                     ",1619,411,264,"无"
"92","无","2019-04-20 21:10","“#国风新时代# 中国正少年”。@少年中国国风音乐节 暨“青年人最喜爱的国风音乐”颁奖典礼在@流浪的牛蛙君 演唱的《少年中国》歌声里落下帷幕，让我们，明年再见！全程回放→ @共青团中央 的一直播 少年中国国风音乐节的秒拍视频  ",1432,597,207,"无"
"93","无","2019-04-20 20:46","瑰丽的中华文明，源远深悠。一曲《华夏》，让@GAI周延 带你穿越历史长河，看华夏文明，万代千秋。一起燥起来吧！ 少年中国国风音乐节的秒拍视频  ",8254,6378,1667,"无"
"94","无","2019-04-20 20:24","天涯尽头看流光飞去，不问，何处是归期。今世情缘不负相思意，等待繁花能开满天际。@歌手董真 演唱歌曲《相思引》，陪你等待繁花能开满天际。#国风新时代# 少年中国国风音乐节的秒拍视频  ",1351,563,572,"无"
"95","无","2019-04-20 19:54","青石板的江南雨巷，烟花时节花开正香。快跟着@Smile_小千 漫步秦淮河的《乌衣巷》。#国风新时代# 少年中国国风音乐节的秒拍视频  ",1453,292,140,"无"
"96","无","2019-04-20 19:34","西北望长安，融融日照未央殿。你在御座独眠，窗外繁星朗月春意满院。一同欣赏@玉面小嫣然 弹奏《西北望长安》。#国风新时代# 少年中国国风音乐节的秒拍视频  ",1639,293,165,"无"
"97","无","2019-04-20 19:14","魑魅魍魉一剑破万法，尤记伊与君执手天涯，管他仇满天下，江山亦如画。且听@西瓜_JUN 一曲《长生诀》。#国风新时代# 少年中国国风音乐节的秒拍视频  ",3788,1447,849,"无"
"98","无","2019-04-20 19:00","还记得这首《红昭愿》吗？快来听@音阙诗听 、@LIAN王梓钰 如何手中雕刻生花，刀锋婉转蜿蜒成画。#国风新时代# 少年中国国风音乐节的秒拍视频  ",1610,242,348,"无"
"99","无","2019-04-20 18:35","洞庭春尽水如天，银盘托君山，巧雨润湿油纸伞，风卷莲动船。一起听@HITA  @小愛的妈  @Aki阿杰 共唱《湖光水色调》#国风新时代# 少年中国国风音乐节的秒拍视频  ",1429,288,191,"无"
"100","无","2019-04-20 18:09","有北风自鬓边凛凛长奔，远胜过故都的温存。一首《拜无忧》，@萧忆情Alex 陪你腾驹摘陌上的星辰。#国风新时代# 少年中国国风音乐节的秒拍视频  ",2081,698,577,"无"
"101","无","2019-04-20 17:43","溯洄五千年，任由我自诩万古第一狂。还记得当年那首《万神纪》吗？快跟@肥皂菌丨珉珉的猫咪丨 一起嗨起来！#国风新时代# 少年中国国风音乐节的微博视频  ",1895,370,238,"无"
"102","无","2019-04-20 17:31","多少相遇能有始有终？从此后分赴西东。由@银临Rachel 演唱歌曲《不老梦》，带你回到两千年前，回味那名为“不老”的往事。 #国风新时代# 少年中国国风音乐节的微博视频  ",3241,618,400,"无"
"103","无","2019-04-20 17:25","“转轴拨弦三两声，未成曲调先有情。别有幽愁暗恨生，此时无声胜有声。”你可曾想过听歌还能背古诗？赶快来听@奇然liya 、@沈谧仁mile 演唱的歌曲《琵琶行》吧！#国风新时代# 少年中国国风音乐节的微博视频  ",2830,738,509,"无"
"104","无","2019-04-20 16:49","浓似镂花的婚笺，忽而又淡如青烟。也许如果痴念，不沾染生离死别，不配当倾城之恋，且听@贰婶_CcccEs 为你讲述《石楠小札》#国风新时代# 少年中国国风音乐节的微博视频  ",2839,1697,649,"无"
"105","无","2019-04-20 16:46","美哉！我少年中国，与天不老！壮哉！我中国少年，与国无疆！一首《少年中国》送给各位社会主义接班人@嗨的HiDii #国风新时代# 少年中国国风音乐节的微博视频   ",1798,290,168,"无"
"106","无","2019-04-20 15:18","【正直播 | 首届“少年中国国风音乐节”来啦】“#国风新时代#，中国正少年”。此刻，@少年中国国风音乐节 暨“青年人最喜爱的国风音乐”颁奖典礼在南京·江苏大剧院举办。你喜欢的国风音乐人都来了！戳↓@共青团中央 的一直播  ",4954,1114,10302,"一直播"
"107","无","2019-04-20 15:13","【激励广大青年为民族复兴不懈奋斗！习近平这样谈五四运动和五四精神】今年是五四运动100周年。今天，我们如何纪念五四运动、发扬五四精神？习近平这样谈↓↓ #百年五四#  [组图共9张] 原图 ",871,573,138,"无"
"108","无","2019-04-20 13:58","【习近平：加强对五四运动和五四精神的研究 激励广大青年为民族复兴不懈奋斗】中共中央政治局4月19日下午就五四运动的历史意义和时代价值举行第十四次集体学习。中共中央总书记习近平在主持学习时强调，五四运动是我国近现代史上具有里程碑意义的重大事件，五四精神是五四运动创造的宝贵精神财富。今天，我们纪念五四运动、发扬五四精神，必须加强对五四运动和五四精神的研究，以引导广大青年在五四精神激励下，为决胜全面建成小康社会、夺取新时代中国特色社会主义伟大胜利、实现中华民族伟大复兴的中国梦不懈奋斗。#百年五四#                  原图                             ",863,386,138,"无"
"109","无","2019-04-20 13:22","【初来乍到，世界真奇妙】小小的眼睛里装着大大的好奇，你的小可爱已开启探索世界之旅iPanda熊猫频道的秒拍视频  ",2294,381,357,"无"
"110","无","2019-04-20 12:19","#五四精神传承有我#  青春既是追梦者，也是圆梦人。百年传承，今日到我。吾辈青年，志高路远。五四精神，薪火相传。#百年五四#@安徽科技学院团委共青团中央的微博视频  ",4487,977,390,"微博 weibo.com"
"111","无","2019-04-20 11:40","#五四精神传承有我# 五四精神传薪火，激扬奋斗献青春，传承五四精神，心系中华儿女情 #百年五四#无论你是个人还是团体，我们都期待你的投稿哦 → xmtgzc@163.com@新疆共青团 @中国航空工业集团有限公司 @南昌市第二中学@内蒙古团委 @青春十堰@雅安青年@山东共青团 @江苏共青团  [组图共9张] 原图 ",698,156,86,"微博 weibo.com"
"112","无","2019-04-20 10:50","【官宣！4月23日，海军生日，举行海上阅兵】今天上午10点，#人民海军成立70周年#多国海军活动新闻发布会举行，海军副司令员邱延鹏表示，4月23日在青岛及其附近海空域将举行各国海军舰艇海上阅兵，除中方参阅兵力外，俄罗斯、泰国、越南、印度等10多个国家近20艘舰艇将参加检阅活动。点赞，期待！  [组图共2张] 原图 ",2183,431,288,"无"
"113","无","2019-04-20 10:14","转发理由:扑火队伍已24小时待命检测火情，愿一切安好希望大家不随意传播不实信息。  
原始用户: 中国森林消防
转发内容: #内蒙古俄罗斯入境草原火灾# 【内蒙古呼伦贝尔地区俄罗斯草原火灾再次入境，蒙古国境内火灾正在向我国边境线蔓延，火灾区域内已投入1300余人进行扑救和阻截】具体行动情况通报如下：1.【陈巴尔虎旗胡列也吐地区火场再次发生俄罗斯入境火】19日23时30分，风向突变，风力加大（瞬间风力10级），俄方火线形成飞火越过额尔古纳界河和隔离带，任务分队紧急避险后在安全区域待命。目前有呼伦贝尔市森林消防支队90人在火场伺机扑救。2.【新左旗孟克西里火场】内蒙古森林消防总队紧急调动呼伦贝尔市森林消防支队和大兴安岭支队共计215人实施扑救。3.【满洲里中俄蒙0号界碑火场】目前境外蒙古国境内火线20-30公里，在西北风作用下，向我境内蔓延，距离中蒙边境线5-6公里，呼伦贝尔市森林消防支队靠前驻防分队20人投入火场。另有呼伦贝尔市森林消防支队扎兰屯大队、阿荣旗大队、莫旗大队、乌奴耳中队，共计210人，向海拉尔集结，做好增援准备。4.【严阵以待，集结待命】呼伦贝尔市森林消防支队额尔古纳大队45人，在陈巴尔虎旗黑山头八大关外站附近，发现有断续火先入境，已经前往扑救，确保火灾不进入村屯。截止目前，投入火场参与扑救阻截的森林消防指战员共计580人，配属地方支援力量775人。         [组图共3张]      原图                     ",1310,296,181,"无"
"114","无","2019-04-20 09:56","【没绷住！诈骗犯暴雨梨花式假哭装病，演不下去逗笑自己，民警：别笑，继续】3月29日，四川峨眉山，一男子涉嫌诈骗被抓，为逃避打击，他上演了一系列的装病戏，先是心脏病，再是间歇性高血压，各种假哭，演到最后实在演不下去，把自己都逗笑了。警察蜀黍补刀：不要笑，忍住，继续…微辣Video的秒拍视频  ",1443,258,333,"无"
"115","无","2019-04-20 09:01","【青运史上的今天，《黄河大合唱》在延安完成首演】1939年春，诗人光未然应作曲家冼星海之约，在延安完成《黄河大合唱》的歌词，冼星海于3月31日完成了大合唱全部音乐的创作。1939年4月，由青年指挥家邬析零指挥，在延安陕北公学礼堂由抗敌演剧队第三队完成首演。#百年五四#  原图 ",1274,193,102,"无"
"116","无","2019-04-20 08:00","【今日，谷雨】谷雨时节，大地郁郁葱葱，百花争艳。①谷雨三物候：萍始生，呜鸠拂其羽，戴胜降于桑；②春夏交际容易引发疾病，需要多加防范；③此时节，北方地区柳絮纷飞，南方地区时常暴雨，出门记得带上口罩和雨伞。春天即将过去，夏天就要来临，你计划减肥了吗？大话熹游的秒拍视频  ",1257,730,306,"无"
"117","无","2019-04-20 00:18","【决定了！这个周末要去漫步绿道 亲近大自然】听成都的小伙伴说，他们用18个月建成了2600多公里的“天府绿道”。这些绿道串起了几十个文化园、博物馆小镇，休闲健身还能长知识，原来生活真的可以很巴适（via:@地球知识局 图1图2自四川省建筑设计研究院设计五院 图3图4自@蒋大豆子）  [组图共9张] 原图 ",1173,179,183,"无"
"118","无","2019-04-19 22:02","风流当歌（女版）「 千帆过尽 俱万古江河     但留取 匣中诗文几册     便是今朝拿云 或他日摧折 又如何     风流当歌  」共青团中央的秒拍视频《风流当歌》选取十位著名诗人，用歌曲的形式演绎诗家的那份风流。陶渊明，白居易，孟浩然，苏东坡，杜牧，贺知章，杜甫，王昌龄，王维，李白，他们或恬静淡泊，或逍遥洒脱，或心系天下，或乐天豁达...百岁如流，千帆过尽，天地逆旅，风流当歌。策划:上河Lin@上河Lin /南岐@南岐_ 作曲:黄诗扶@黄诗扶 编曲:李大白k@李大白k 演唱/作词:【陶渊明】小时@小时Max /苏药卿@苏药卿 【白居易】绯村柯北@绯村柯北 /如一@__如一 【孟浩然】玉采田@玉采田_ /卫了酒@季知拙 【苏东坡】云之泣@云呆的哭 /上河Lin@上河Lin 【杜牧】HITA@HITA /湾湾@一碗一龙拉面 【贺知章】倪莫问@没关系都是神经病啊 /偏生梓归@偏生梓归_ 【杜甫】圈九@WineQ圈9 /如一@__如一 【王昌龄】上河Lin@上河Lin /流砂昭昭@流砂拂乱之 【王维】不馋@不馋馋不馋w /蒜牙@罪人牙 【李白】祖娅纳惜@祖娅纳惜 /良时这个，@-良时-  和声:HITA@HITA 二胡:辰小弦@辰小弦 后期:巫汐@_巫汐_ 母带:子棋@BiuBiu子棋 画师:叶巇@正版叶巇 海报题字:聆泽@聆泽_Lains pv题字:以语为镜@以语为镜 pv:安乐府晴明@安乐府晴明 海报:长锋@我有长锋 出品:回川组@回川组 B站:http://t.cn/EXkCvjP网易云: http://t.cn/EXkCvle 5sing:风流当歌（女版）                                 ",2451,1269,530,"无"
"119","无","2019-04-19 20:49","【消防员出任务归来 宝宝“百米冲刺”扑到爸爸怀里】14日晚9点，陕西西安特勤二中队监控拍下温暖一幕。妻子抱着孩子等待丈夫平安归来，当消防员走下车的那一刻，孩子冲上前抱住爸爸。略显疲惫的消防员抱着孩子举高高。这一抱，仿佛卸去了全身的疲劳。辛苦了，致敬消防英雄！燃新闻的秒拍视频  ",3534,343,247,"无"
"120","无","2019-04-19 19:43","这是周五下班后的你，和工作/作业/论文嘛？ iPanda熊猫频道的微博视频 @iPanda熊猫频道  ",1625,243,282,"vivo X27 4800万三摄"
"121","无","2019-04-19 18:37","【他们，在荒漠戈壁上建起一座新城】1950年，时任新疆军区代司令员的王震带部队踏勘，走到石河子时，发现此处平坦辽阔，足可开发万亩良田，决定在此建一座新城。军垦战士们在盛夏顶着烈日，隆冬冒着风雪，用军镐开荒造田、修路盖房。茫茫戈壁上，镶嵌起一颗汗水与热血凝成的明珠。央视新闻的秒拍视频  ",1180,209,157,"无"
"122","无","2019-04-19 17:40","转发理由:少年强则国强，中国会越来越好。生快//@环球网:愿中国更强大，世界更美好。环球时报英文版十周年生快！  
原始用户: 胡锡进
转发内容: 环球时报英文版10周年。我们这10年里在中外复杂的舆论风雨中成长，我们与一个惊世骇俗、叫作“中国崛起”的进程共荣辱。在报社内部，我们是真正的兄弟。我们今天没搞对外的大活动，我们在办公区摆上蛋糕香槟自娱自乐，当场拼手气抢红包。老胡的任务是和大家同甘共苦，承诺并且做到大家的工资稳中有升，报社的明天越来越好。如果有人过劳死，老胡必须排第一哈。感谢所有关心支持了我们的人们。愿中国更强大、世界更美好。我们还要努力让环球时报的员工们都建立一份有尊严的生活。是的，我们会很努力！         [组图共9张]      原图                     ",958,120,70,"vivo X27 4800万三摄"
"123","无","2019-04-19 17:01","#五四精神传承有我# 1919-2019，百年过去，时代在变，五四精神却从未远去。为了祖国强盛、为了民族复兴，一代代青年，在最好的年华投身国家建设。少年中国说，吾辈当自强！纪念五四运动100周年，五四精神，传承有我！ @浙江团省委 @浙江大学团委 共青团中央的秒拍视频  ",984,285,115,"微博云剪"
"124","无","2019-04-19 16:17","#五四精神传承有我#  凝聚青年力量，谱写青春华章，期待看到更多你，和我们一起传承五四精神无论你是个人还是团体，我们都期待你的投稿 → xmtgzc@163.com@成都共青团@青春十堰 @青年湖南@南宁师范大学@新疆共青团 @云南共青团@中国航空工业集团有限公司 @浙江团省委 @中国建筑  [组图共9张] 原图 ",673,163,119,"360安全浏览器"
"125","无","2019-04-19 14:35","【贺星龙：他们把命交给咱，咱就守着】“他不是他妈妈的儿子，是我们几千口人的儿子，只要有他，我们就能舒服地过好每一天”。在行医的19年里，他用爱守护着父老乡亲们的身体健康。贺星龙，第二十二届#中国青年五四奖章#获得者，他把青春献给了黄土地上的父老乡亲。转发，致敬最美乡村医生！#百年五四#  [组图共9张] 原图 ",1446,430,218,"无"
"126","无","2019-04-19 13:21","大国博弈谁能笑到最后？拉美血管如何被美国切开？美国文化霸权发挥着怎样的作用？这些问题不知道答案？没关系，关注团团的B站账号，收看《青年网络公开课 3.0》，金灿荣、张捷等五位老师为你专业解答。传送门→http://t.cn/EXg73Sm 4月23日我们会有神秘更新哦！猜猜是啥？  [组图共9张] 原图 ",1350,319,274,"微博 weibo.com"
"127","无","2019-04-19 12:05","【榜样！49岁宿管阿姨和儿子同时考研成功 曾坚持背单词700天】49岁的原梦园是上海交大一位宿管阿姨，从儿子中学开始，她就用“陪读”方式考了会计师、中级按摩师等证书，还通过成人大学在复旦读本科……去年儿子想读研，她也有想法，结果儿子考取复旦大学，她被广西大学录取。新民晚报新民网的微博视频  ",2659,460,303,"vivo X27 4800万三摄"
"128","无","2019-04-19 10:53","【你的故事，我在听】小时候常听父辈讲述他们的革命故事？家中留有珍藏的纪念章、勋章？参观展览时内心汹涌澎湃……传承红色基因、展现爱国情怀，“新中国70年，镇馆之宝70件”文物和档案故事网上征集活动启动啦~投稿方式→_→http://t.cn/EXdXZY6  原图 ",646,88,97,"微博 weibo.com"
"129","无","2019-04-19 10:10","【571万人次限购动车高铁票！9图了解“老赖”受限行为】据国家发改委最新公布数字，截至3月底，共累计限购飞机票2047万人次，限购动车高铁票571万人次，联合惩戒成效显著。哪些严重失信行为会被限乘飞机火车？成了“老赖”，哪些消费行为将被限制？戳↓↓一定要讲诚信！@人民日报  [组图共9张] 原图 ",516,167,107,"vivo X27 4800万三摄"
"130","无","2019-04-19 09:09","【正直播：广西纪念五四运动100周年特别主题团日活动】重温革命历史，缅怀先烈，传承红色基因，以坚定的信念在新时代中绽放青春。青春心向党·建功新时代，#百年五四#特别主题团日活动正在进行中，戳直播↓↓↓快和团团一起围观吧～ 广西共青团的微博直播 .  ",765,191,101,"无"
"131","无","2019-04-19 08:00","【青运史上的今天，张秋人在《中国青年》上著文对中国青年军人联合会加以介绍】1925年4月，张秋人在《中国青年》第74期上著文对中国青年军人联合会加以介绍。指出，广州的青年军人联合会是一革命组织，它正努力从事三个方面的工作：1、发动一切被压迫的民众，向帝国主义和军阀进攻；2、深入士兵群众，启发他们的阶级觉悟；3、努力同工农群众结合，组成严密的联合战线。#百年五四#                  原图                             ",852,404,172,"无"
"132","无","2019-04-18 22:38","#晚安# 道一声晚安，放下手机，在今天的美好回忆中，入睡吧乀(ˉεˉ乀)  原图 ",2118,276,884,"vivo X27 4800万三摄"
"133","无","2019-04-18 21:26","小姑娘，消防叔叔帮你“圆梦”时间视频的秒拍视频 @时间视频  ",1816,214,219,"无"
"134","无","2019-04-18 20:29","【金钱利诱下 大学副教授出卖国家情报】某高校副教授周某，承担众多国防军工单位和军队大量涉密研究项目。赴国外研究时，周某被境外间谍情报机关以金钱拉拢。回国后，周某即出卖大量国防军工重要涉密数据和资料，对我国国防军事安全造成严重危害。2014年，周某被判处无期徒刑！央视新闻的秒拍视频  ",2692,642,731,"无"
"135","无","2019-04-18 19:29","中国的科技到底行不行？量子通信是怎么回事儿？氢弹为什么那么厉害？我们何时才能飞出太阳系移民宇宙……你曾否因这些高科技的问题所苦恼，还找不到一人为你解释？别着急，今天给你推荐一个好地方，上B站，搜索#科技袁人#，@中科大胡不归 为你在线解答！记得别关弹幕哦！传送门→http://t.cn/EXuCNze  [组图共6张] 原图 ",1680,325,304,"vivo X27 4800万三摄"
"136","无","2019-04-18 18:23","#五四精神传承有我# 凝聚青春力量，传承五四精神。少年中国说：五四精神，传承有我 @西北师范大学团委西北师范大学团委的微博视频  ",1345,3457,199,"360安全浏览器"
"137","无","2019-04-18 17:41","#五四精神传承有我# 1919-2019，历经百年，五四精神历久弥新。让我们一起不忘初心，砥砺前行[加油]（投稿邮箱→_→xmtgzc@163.com）@甘肃共青团 @中国航空工业集团有限公司@西安航天城实业 @中国华电 @江苏共青团 @南京师范大学团委@吴起共青团@中国中铁共青团 @中国建筑  [组图共9张] 原图 ",698,156,91,"360安全浏览器"
"138","无","2019-04-18 16:40","视觉中国被从重罚款  原图 ",3659,506,1211,"无"
"139","无","2019-04-18 16:11","【震撼！首艘国产航母第五次海试 大量内部画面公开】今年4月23日，是#人民海军成立70周年#纪念日。前不久，我国首艘国产航母进行了第五次海试，截至目前，首艘国产航母已成功完成了系泊、动力、作战、保障等多个系统的试验试航任务。感受一下↓↓@CCTV军事报道 CCTV军事报道的微博视频  ",1571,421,229,"vivo X27 4800万三摄"
"140","无","2019-04-18 15:25","【“贴砖工匠”崔兆举，小瓷片贴出金牌零突破】他，16岁初中毕业进入技校，19岁却在国际赛场上身披国旗。在有“技能奥林匹克”之称的第44届世界技能大赛上，他力挫群雄，一举夺魁，取得瓷砖贴面项目金牌。崔兆举，第二十二届#中国青年五四奖章#获得者，他用青春诠释“大国工匠”，致敬！#百年五四#  [组图共9张] 原图 ",1567,370,260,"无"
"141","无","2019-04-18 14:48","【台湾花莲发生6.7级地震！愿平安】今天13时01分，台湾花莲县海域发生6.7级地震，震中距海岸仅1公里，震源深度24千米。台湾全岛震感强烈，福建震感明显。央视驻台记者在台北经历剧烈晃动，听到房屋摇晃时发出声音，室内吊灯剧烈晃动持续约一分钟↓↓@央视新闻 央视新闻的酷燃视频  ",1059,936,434,"无"
"142","无","2019-04-18 13:07","【人均每天用手机84.87分钟 这回你“达标”了嘛？】第十六次全国国民阅读调查结果显示，2018年，我国成年国民人均每天手机接触时间为84.87分钟，比2017年增加了4.44分钟。超四成国民倾向于“手机阅读”（40.2%），首次超过“拿一本纸质图书阅读”（38.4%）。（@中国青年报）  原图 ",796,287,599,"vivo X27 4800万三摄"
"143","无","2019-04-18 11:52","【转存！18个高能PPT演讲技巧 答辩求职都用得上】 最后还有一个黑科技哟～  [组图共9张] 原图 ",999,732,88,"vivo X27 4800万三摄"
"144","无","2019-04-18 10:36","“海上蛟龙，陆地猛虎，空中雄鹰” 他们进汶川抢险，赴也门撤侨，在索马里护航、为南海守礁……他们，就是中国海军陆战队！致敬@人民海军 #人民海军成立70周年# 人民海军的微博视频  ",1898,428,233,"vivo X27 4800万三摄"
"145","无","2019-04-18 09:38","转发理由:为烈士献一束花 #五四精神传承有我#  
原始用户: 青年湖南
转发内容: 【青春心向党 建功新时代】#百年五四# 为深切缅怀革命英烈，传承弘扬五四精神，4月18日上午9:00，由共青团湖南省委、湖南省直机关工委、湖南省公安厅联合主办的湖南省公安机关“传承·筑梦——忠诚保平安”主题活动暨省直机关示范性主题团日活动将在湖南烈士公园举行。#五四百年# @共青团中央 @湖南公安  湖南公安的微博直播 .                     ",896,162,94,"微博 weibo.com"
"146","无","2019-04-18 08:53","【一周团团微博热榜：尊重版权保护，让讨论回归法律】①尊重著作权，不意味要“尊重”视觉中国的经营方式；吐槽视觉中国，也不能损害来之不易的保护知识产权的社会共识。②霍尊#中国华服日#vlog：真正能触动自己的，还是我们这片土地上的东西，这是血液里、灵魂深处、深入骨髓的东西。#青春的声音#  原图 ",1903,387,349,"无"
"147","无","2019-04-18 08:00","【青运史上的今天，西北青年救国一大召开】1937年4月，在延安召开了西北青年救国第一次代表大会。中共中央领导人毛泽东、周恩来、张闻天、朱德、博古等到会并分别从不同角度发表讲话。大会决定正式建立“西北青年救国联合会”，并选举产生了西青救会执委会。从此，西北青年救国联合会正式开始承担原来由共青团承担的各方面任务，努力团结教育广大青少年为中华民族的解放英勇斗争。#百年五四#                  原图                             ",1050,376,215,"无"
"148","无","2019-04-17 22:06","【爱阅读2018年我国人均阅读4.67本纸质书】第十六次全国国民阅读调查发布结果显示，去年我国成年人人均纸质图书阅读量为4.67本，成年人人均电子书阅读量为3.32本，有越来越多的人养成了听书的习惯。你喜欢读什么书？（图/@央视新闻）  [组图共9张] 原图 ",1028,539,397,"无"
"149","无","2019-04-17 21:01","【官宣】“国风新时代，中国正少年”。4月20日15:30，南京·江苏大剧院 ，@少年中国国风音乐节 暨“青年人最喜爱的国风音乐”颁奖典礼，这些国风音乐人都会来↓↓ 小伙伴们不见不散哟~ #国风新时代#  [组图共6张] 原图 ",7740,21465,9082,"无"
"150","无","2019-04-17 20:44","#国潮来了# 由中国青少年新媒体协会指导，天猫国潮行动×华裳九州联合举办的#国风大赏#即将到来 ！6月中国丝绸博物馆（杭州），不见不散！  原图 ",1238,152,198,"无"
